 #mass            theta           
   0.00000030000   0.10000000000
  #Global X        distance        pnn             pmn             pnm             pmm             
   1.434720E+000   5.856000E-003   2.678520E-010   2.830087E-009   2.830087E-009   6.824863E-008
   1.446480E+000   5.880000E-003   2.560863E-010   2.705771E-009   2.705771E-009   6.525071E-008
   1.458288E+000   5.904000E-003   2.448373E-010   2.586917E-009   2.586917E-009   6.238448E-008
   1.470144E+000   5.928000E-003   2.340825E-010   2.473282E-009   2.473282E-009   5.964415E-008
   1.482048E+000   5.952000E-003   2.238000E-010   2.364640E-009   2.364640E-009   5.702419E-008
   1.494000E+000   5.976000E-003   2.139693E-010   2.260770E-009   2.260770E-009   5.451932E-008
   1.506000E+000   6.000000E-003   2.045704E-010   2.161462E-009   2.161462E-009   5.212448E-008
   1.518048E+000   6.024000E-003   1.955843E-010   2.066517E-009   2.066517E-009   4.983484E-008
   1.530144E+000   6.048000E-003   1.869930E-010   1.975742E-009   1.975742E-009   4.764577E-008
   1.542288E+000   6.072000E-003   1.787791E-010   1.888955E-009   1.888955E-009   4.555286E-008
   1.554480E+000   6.096000E-003   1.709259E-010   1.805980E-009   1.805980E-009   4.355188E-008
   1.566720E+000   6.120000E-003   1.634178E-010   1.726649E-009   1.726649E-009   4.163880E-008
   1.579008E+000   6.144000E-003   1.562394E-010   1.650804E-009   1.650804E-009   3.980976E-008
   1.591344E+000   6.168000E-003   1.493764E-010   1.578290E-009   1.578290E-009   3.806106E-008
   1.603728E+000   6.192000E-003   1.428148E-010   1.508961E-009   1.508961E-009   3.638917E-008
   1.616160E+000   6.216000E-003   1.365414E-010   1.442678E-009   1.442678E-009   3.479072E-008
   1.628640E+000   6.240000E-003   1.305437E-010   1.379306E-009   1.379306E-009   3.326249E-008
   1.641168E+000   6.264000E-003   1.248093E-010   1.318718E-009   1.318718E-009   3.180139E-008
   1.653744E+000   6.288000E-003   1.193269E-010   1.260791E-009   1.260791E-009   3.040446E-008
